name,year,bat,g,ab,h,ba,bb,dbl,dbl.pg,pg,hr,hr.pg,sb,cs,sba,sb.pg,sf,sh,tb,slg.pct,trp,trp.pg,r,r.pg,through
Binghamton,2010,besr,45,1589,536,0.337,176,45,40,0.89,48,1.07,68,18,86,1.51,25,28,813,0.512,16,0.36,382,8.5,5/16/10
East Tenn. St.,2010,besr,53,1933,651,0.337,229,53,54,1.02,87,1.64,48,21,69,0.91,19,20,1074,0.556,15,0.28,465,8.8,5/16/10
Northern Colo.,2010,besr,50,1844,620,0.336,178,50,49,0.98,63,1.26,47,9,56,0.94,27,12,960,0.521,17,0.34,415,8.3,5/16/10
Mercer,2010,besr,52,1902,639,0.336,212,52,30,0.58,74,1.42,75,16,91,1.44,30,35,1019,0.536,7,0.13,438,8.4,5/16/10
FIU,2010,besr,50,1763,590,0.335,225,50,32,0.64,48,0.96,69,24,93,1.38,37,25,852,0.483,10,0.2,383,7.7,5/16/10
Delaware,2010,besr,48,1778,595,0.335,172,48,48,1,72,1.5,40,22,62,0.83,20,4,962,0.541,10,0.21,391,8.1,5/16/10
North Carolina St.,2010,besr,52,1940,649,0.335,288,52,45,0.87,82,1.58,40,16,56,0.77,23,18,1057,0.545,13,0.25,499,9.6,5/16/10
Charlotte,2010,besr,45,1696,567,0.334,237,45,29,0.64,39,0.87,83,22,105,1.84,25,28,800,0.472,12,0.27,426,9.5,5/16/10
Arizona,2010,besr,48,1718,573,0.334,163,48,52,1.08,27,0.56,83,31,114,1.73,19,37,807,0.47,24,0.5,370,7.7,5/16/10
High Point,2010,besr,52,1845,613,0.332,219,52,44,0.85,46,0.88,102,27,129,1.96,35,47,897,0.486,11,0.21,456,8.8,5/16/10
FGCU,2010,besr,51,1853,615,0.332,212,51,37,0.73,48,0.94,34,9,43,0.67,25,46,901,0.486,11,0.22,415,8.1,5/16/10
Stony Brook,2010,besr,48,1728,571,0.33,155,48,37,0.77,42,0.88,34,17,51,0.71,15,21,835,0.483,13,0.27,370,7.7,5/16/10
St. John's (NY),2010,besr,50,1819,600,0.33,208,50,45,0.9,44,0.88,59,18,77,1.18,21,37,895,0.492,17,0.34,407,8.1,5/16/10
Canisius,2010,besr,53,1811,597,0.33,229,53,48,0.91,71,1.34,85,25,110,1.6,27,31,953,0.526,13,0.25,479,9,5/16/10
Pacific,2010,besr,48,1724,568,0.329,159,48,52,1.08,30,0.63,39,16,55,0.81,18,37,784,0.455,13,0.27,329,6.9,5/16/10
VMI,2010,besr,49,1725,568,0.329,148,49,30,0.61,75,1.53,69,32,101,1.41,20,36,933,0.541,11,0.22,382,7.8,5/16/10
California,2010,besr,45,1598,526,0.329,173,45,52,1.16,35,0.78,61,19,80,1.36,17,49,773,0.484,19,0.42,348,7.7,5/16/10
Middle Tenn.,2010,besr,52,1940,638,0.329,197,52,63,1.21,83,1.6,45,20,65,0.87,15,23,1021,0.526,10,0.19,432,8.3,5/16/10
Stephen F. Austin,2010,besr,49,1751,575,0.328,182,49,37,0.76,49,1,75,33,108,1.53,27,28,871,0.497,10,0.2,374,7.6,5/16/10
Georgia Tech,2010,besr,51,1819,597,0.328,270,51,43,0.84,102,2,47,20,67,0.92,26,20,1063,0.584,25,0.49,483,9.5,5/16/10
Bowling Green,2010,besr,47,1695,556,0.328,149,47,30,0.64,46,0.98,54,21,75,1.15,26,47,837,0.494,21,0.45,372,7.9,5/16/10
James Madison,2010,besr,46,1611,527,0.327,232,46,44,0.96,64,1.39,86,26,112,1.87,39,15,873,0.542,20,0.43,393,8.5,5/16/10
Virginia Tech,2010,besr,52,1869,610,0.326,199,52,41,0.79,66,1.27,57,22,79,1.1,18,27,973,0.521,19,0.37,425,8.2,5/16/10
Milwaukee,2010,besr,48,1673,546,0.326,164,48,41,0.85,36,0.75,42,18,60,0.88,22,11,789,0.472,16,0.33,328,6.8,5/16/10
Kansas St.,2010,besr,50,1708,557,0.326,235,50,43,0.86,32,0.64,105,34,139,2.1,25,49,790,0.463,12,0.24,395,7.9,5/16/10
Memphis,2010,besr,52,1901,619,0.326,191,52,37,0.71,49,0.94,68,29,97,1.31,17,26,908,0.478,16,0.31,386,7.4,5/16/10
Toledo,2010,besr,50,1839,598,0.325,144,50,55,1.1,56,1.12,67,19,86,1.34,28,31,930,0.506,13,0.26,392,7.8,5/16/10
George Mason,2010,besr,46,1692,550,0.325,186,46,38,0.83,38,0.83,46,14,60,1,36,30,809,0.478,12,0.26,390,8.5,5/16/10
Michigan St.,2010,besr,49,1760,572,0.325,182,49,50,1.02,36,0.73,81,29,110,1.65,26,29,834,0.474,22,0.45,390,8,5/16/10
Southern Miss.,2010,besr,49,1745,567,0.325,233,49,66,1.35,60,1.22,46,16,62,0.94,28,38,868,0.497,11,0.22,431,8.8,5/16/10
Tennessee Tech,2010,besr,48,1688,548,0.325,229,48,30,0.63,45,0.94,47,11,58,0.98,29,31,812,0.481,8,0.17,377,7.9,5/16/10
Ohio St.,2010,besr,48,1720,558,0.324,209,48,41,0.85,35,0.73,27,21,48,0.56,23,19,768,0.447,12,0.25,324,6.8,5/16/10
Murray St.,2010,besr,48,1687,547,0.324,199,48,33,0.69,50,1.04,35,7,42,0.73,25,23,845,0.501,16,0.33,394,8.2,5/16/10
Penn,2010,besr,41,1425,462,0.324,151,41,44,1.07,43,1.05,52,13,65,1.27,17,13,725,0.509,13,0.32,337,8.2,5/16/10
Coastal Caro.,2010,besr,51,1757,569,0.324,242,51,38,0.75,84,1.65,131,30,161,2.57,22,62,955,0.544,11,0.22,471,9.2,5/16/10
North Florida,2010,besr,51,1863,603,0.324,200,51,41,0.8,61,1.2,29,16,45,0.57,26,15,932,0.5,6,0.12,410,8,5/16/10
East Carolina,2010,besr,52,1827,591,0.323,241,52,33,0.63,68,1.31,66,21,87,1.27,30,25,925,0.506,5,0.1,415,8,5/16/10
Oral Roberts,2010,besr,52,1800,582,0.323,225,52,49,0.94,84,1.62,46,14,60,0.88,17,45,945,0.525,6,0.12,431,8.3,5/16/10
N.C. A&T,2010,besr,52,1781,575,0.323,200,52,41,0.79,68,1.31,112,41,153,2.15,21,14,900,0.505,13,0.25,446,8.6,5/16/10
Liberty,2010,besr,52,1875,605,0.323,182,52,53,1.02,38,0.73,48,20,68,0.92,36,27,868,0.463,8,0.15,409,7.9,5/16/10
Manhattan,2010,besr,45,1525,492,0.323,186,45,27,0.6,62,1.38,56,19,75,1.24,24,18,793,0.52,10,0.22,380,8.4,5/16/10
Yale,2010,besr,44,1420,458,0.323,171,44,45,1.02,45,1.02,51,25,76,1.16,20,13,735,0.518,12,0.27,323,7.3,5/16/10
Northwestern St.,2010,besr,51,1791,577,0.322,194,51,46,0.9,43,0.84,99,22,121,1.94,24,26,843,0.471,17,0.33,377,7.4,5/16/10
Stetson,2010,besr,53,1878,605,0.322,194,53,39,0.74,43,0.81,72,22,94,1.36,19,24,872,0.464,13,0.25,360,6.8,5/16/10
Longwood,2010,besr,44,1521,489,0.321,154,44,39,0.89,40,0.91,48,17,65,1.09,23,26,739,0.486,11,0.25,326,7.4,5/16/10
Indiana,2010,besr,49,1822,585,0.321,161,49,45,0.92,73,1.49,51,31,82,1.04,14,20,941,0.516,13,0.27,375,7.7,5/16/10
NYIT,2010,besr,49,1695,544,0.321,173,49,46,0.94,53,1.08,70,18,88,1.43,17,32,802,0.473,8,0.16,344,7,5/16/10
Rice,2010,besr,51,1803,578,0.321,256,51,56,1.1,70,1.37,48,15,63,0.94,31,28,918,0.509,16,0.31,444,8.7,5/16/10
Santa Clara,2010,besr,47,1686,539,0.32,176,47,27,0.57,32,0.68,44,14,58,0.94,22,24,783,0.464,15,0.32,326,6.9,5/16/10
Hofstra,2010,besr,46,1612,515,0.319,177,46,38,0.83,42,0.91,72,38,110,1.57,19,23,760,0.471,6,0.13,328,7.1,5/16/10
Fresno St.,2010,besr,54,1895,605,0.319,201,54,59,1.09,76,1.41,38,15,53,0.7,21,31,980,0.517,14,0.26,401,7.4,5/16/10
Vanderbilt,2010,besr,52,1833,585,0.319,245,52,48,0.92,47,0.9,71,21,92,1.37,25,39,867,0.473,6,0.12,411,7.9,5/16/10
Holy Cross,2010,besr,49,1677,535,0.319,187,49,42,0.86,41,0.84,51,21,72,1.04,17,33,800,0.477,17,0.35,349,7.1,5/16/10
Col. of Charleston,2010,besr,53,1916,611,0.319,247,53,45,0.85,89,1.68,80,21,101,1.51,28,7,1045,0.545,11,0.21,488,9.2,5/16/10
Rider,2010,besr,51,1781,567,0.318,245,51,43,0.84,29,0.57,55,23,78,1.08,25,16,777,0.436,14,0.27,396,7.8,5/16/10
Savannah St.,2010,besr,50,1703,542,0.318,185,50,32,0.64,27,0.54,147,47,194,2.94,26,29,771,0.453,16,0.32,402,8,5/16/10
LSU,2010,besr,52,1865,593,0.318,253,52,47,0.9,63,1.21,72,25,97,1.38,36,15,930,0.499,23,0.44,418,8,5/16/10
BYU,2010,besr,50,1838,584,0.318,176,50,57,1.14,59,1.18,51,22,73,1.02,16,27,918,0.499,26,0.52,363,7.3,5/16/10
Connecticut,2010,besr,52,1893,601,0.317,229,52,42,0.81,66,1.27,144,27,171,2.77,24,21,960,0.507,21,0.4,452,8.7,5/16/10
Louisville,2010,besr,52,1852,587,0.317,224,52,43,0.83,75,1.44,67,23,90,1.29,20,28,955,0.516,6,0.12,388,7.5,5/16/10
Jackson St.,2010,besr,49,1532,485,0.317,221,49,35,0.71,20,0.41,194,23,217,3.96,30,65,673,0.439,14,0.29,415,8.5,5/16/10
South Ala.,2010,besr,53,1883,596,0.317,193,53,48,0.91,43,0.81,92,27,119,1.74,29,27,855,0.454,10,0.19,405,7.6,5/16/10
Valparaiso,2010,besr,49,1758,556,0.316,162,49,36,0.73,23,0.47,46,6,52,0.94,24,25,772,0.439,20,0.41,364,7.4,5/16/10
Samford,2010,besr,50,1772,560,0.316,213,50,45,0.9,65,1.3,51,16,67,1.02,21,20,878,0.495,10,0.2,381,7.6,5/16/10
Maine,2010,besr,50,1704,538,0.316,195,50,59,1.18,42,0.84,78,15,93,1.56,22,35,829,0.487,29,0.58,383,7.7,5/16/10
Texas Tech,2010,besr,51,1798,567,0.315,223,51,50,0.98,57,1.12,70,23,93,1.37,15,19,914,0.508,14,0.27,388,7.6,5/16/10
Sacred Heart,2010,besr,50,1679,529,0.315,136,50,45,0.9,40,0.8,72,14,86,1.44,29,13,779,0.464,17,0.34,326,6.5,5/16/10
Western Caro.,2010,besr,50,1806,569,0.315,184,50,50,1,67,1.34,100,25,125,2,17,16,891,0.493,8,0.16,376,7.5,5/16/10
UNLV,2010,besr,50,1817,572,0.315,190,50,50,1,43,0.86,28,11,39,0.56,20,37,848,0.467,21,0.42,409,8.2,5/16/10
Purdue,2010,besr,49,1757,552,0.314,185,49,50,1.02,50,1.02,77,32,109,1.57,30,20,838,0.477,17,0.35,361,7.4,5/16/10
Arkansas,2010,besr,52,1847,580,0.314,217,52,35,0.67,72,1.38,65,15,80,1.25,21,20,921,0.499,9,0.17,411,7.9,5/16/10
San Diego,2010,besr,48,1673,525,0.314,158,48,32,0.67,37,0.77,57,24,81,1.19,21,34,751,0.449,14,0.29,317,6.6,5/16/10
Navy,2010,besr,51,1664,522,0.314,181,51,48,0.94,24,0.47,69,19,88,1.35,28,26,716,0.43,17,0.33,328,6.4,5/16/10
Indiana St.,2010,besr,47,1661,521,0.314,167,47,43,0.91,19,0.4,93,15,108,1.98,32,29,702,0.423,18,0.38,346,7.4,5/16/10
Nevada,2010,besr,50,1732,543,0.314,213,50,44,0.88,58,1.16,75,20,95,1.5,17,27,896,0.517,24,0.48,386,7.7,5/16/10
Buffalo,2010,besr,49,1740,545,0.313,201,49,43,0.88,40,0.82,71,16,87,1.45,20,15,801,0.46,7,0.14,349,7.1,5/16/10
VCU,2010,besr,51,1788,560,0.313,140,51,36,0.71,29,0.57,83,34,117,1.63,22,24,779,0.436,19,0.37,371,7.3,5/16/10
Kent St.,2010,besr,53,1945,609,0.313,220,53,50,0.94,56,1.06,27,14,41,0.51,21,21,958,0.493,15,0.28,406,7.7,5/16/10
Oklahoma,2010,besr,51,1761,550,0.312,206,51,44,0.86,78,1.53,69,27,96,1.35,21,50,919,0.522,15,0.29,407,8,5/16/10
Gardner-Webb,2010,besr,50,1854,579,0.312,165,50,36,0.72,39,0.78,80,27,107,1.6,16,27,855,0.461,14,0.28,349,7,5/16/10
Belmont,2010,besr,50,1749,546,0.312,212,50,57,1.14,52,1.04,61,19,80,1.22,32,23,844,0.483,16,0.32,376,7.5,5/16/10
UCLA,2010,besr,48,1678,523,0.312,203,48,28,0.58,43,0.9,65,23,88,1.35,18,37,776,0.462,11,0.23,329,6.9,5/16/10
Ill.-Chicago,2010,besr,47,1647,513,0.311,163,47,52,1.11,48,1.02,63,26,89,1.34,35,36,830,0.504,20,0.43,373,7.9,5/16/10
Michigan,2010,besr,50,1766,550,0.311,197,50,53,1.06,44,0.88,70,24,94,1.4,26,21,827,0.468,19,0.38,385,7.7,5/16/10
Marist,2010,besr,50,1687,525,0.311,239,50,52,1.04,21,0.42,74,20,94,1.48,29,39,719,0.426,14,0.28,378,7.6,5/16/10
Columbia,2010,besr,47,1516,471,0.311,182,47,30,0.64,49,1.04,65,16,81,1.38,23,27,744,0.491,13,0.28,310,6.6,5/16/10
Bucknell,2010,besr,52,1737,539,0.31,161,52,41,0.79,55,1.06,35,10,45,0.67,29,33,826,0.476,11,0.21,331,6.4,5/16/10
Southern Utah,2010,besr,50,1725,535,0.31,154,50,43,0.86,36,0.72,41,27,68,0.82,13,17,775,0.449,9,0.18,327,6.5,5/16/10
Troy,2010,besr,51,1806,560,0.31,208,51,47,0.92,72,1.41,41,19,60,0.8,23,26,905,0.501,15,0.29,412,8.1,5/16/10
George Washington,2010,besr,51,1781,552,0.31,215,51,28,0.55,62,1.22,67,31,98,1.31,25,44,856,0.481,8,0.16,394,7.7,5/16/10
Tulane,2010,besr,52,1765,547,0.31,235,52,36,0.69,50,0.96,27,13,40,0.52,20,33,817,0.463,9,0.17,335,6.4,5/16/10
Tex.-Pan American,2010,besr,48,1656,513,0.31,225,48,49,1.02,27,0.56,33,19,52,0.69,17,30,718,0.434,14,0.29,323,6.7,5/16/10
Ga. Southern,2010,besr,52,1844,571,0.31,260,52,48,0.92,48,0.92,94,16,110,1.81,26,28,842,0.457,8,0.15,411,7.9,5/16/10
Norfolk St.,2010,besr,46,1535,475,0.309,165,46,37,0.8,26,0.57,87,25,112,1.89,12,23,669,0.436,12,0.26,301,6.5,5/16/10
Akron,2010,besr,51,1910,591,0.309,170,51,47,0.92,39,0.76,25,9,34,0.49,26,25,831,0.435,8,0.16,351,6.9,5/16/10
Texas St.,2010,besr,50,1744,539,0.309,188,50,42,0.84,40,0.8,55,22,77,1.1,22,30,787,0.451,15,0.3,345,6.9,5/16/10
Baylor,2010,besr,48,1673,517,0.309,205,48,34,0.71,43,0.9,55,17,72,1.15,18,31,794,0.475,21,0.44,335,7,5/16/10
Eastern Ky.,2010,besr,48,1646,508,0.309,190,48,54,1.13,63,1.31,63,33,96,1.31,20,13,831,0.505,15,0.31,360,7.5,5/16/10
Jacksonville,2010,besr,48,1708,527,0.309,232,48,46,0.96,51,1.06,68,20,88,1.42,27,29,798,0.467,9,0.19,373,7.8,5/16/10
McNeese St.,2010,besr,50,1805,556,0.308,206,50,32,0.64,59,1.18,86,23,109,1.72,17,15,862,0.478,17,0.34,387,7.7,5/16/10
Fla. Atlantic,2010,besr,50,1729,532,0.308,215,50,49,0.98,55,1.1,44,17,61,0.88,26,30,814,0.471,9,0.18,325,6.5,5/16/10
Brown,2010,besr,43,1444,444,0.307,161,43,40,0.93,53,1.23,21,11,32,0.49,18,13,701,0.485,6,0.14,280,6.5,5/16/10
Winthrop,2010,besr,49,1746,536,0.307,188,49,26,0.53,54,1.1,40,27,67,0.82,14,50,834,0.478,11,0.22,327,6.7,5/16/10
Northwestern,2010,besr,51,1802,553,0.307,190,51,45,0.88,32,0.63,43,22,65,0.84,12,31,774,0.43,17,0.33,290,5.7,5/16/10
Long Beach St.,2010,besr,48,1692,519,0.307,146,48,45,0.94,23,0.48,52,35,87,1.08,17,49,733,0.433,15,0.31,293,6.1,5/16/10
Arkansas St.,2010,besr,51,1803,553,0.307,218,51,38,0.75,24,0.47,47,8,55,0.92,23,42,737,0.409,7,0.14,315,6.2,5/16/10
West Virginia,2010,besr,51,1800,552,0.307,166,51,42,0.82,51,1,30,9,39,0.59,21,70,840,0.467,7,0.14,344,6.7,5/16/10
North Carolina,2010,besr,52,1810,555,0.307,267,52,36,0.69,36,0.69,80,20,100,1.54,33,32,816,0.451,19,0.37,398,7.7,5/16/10
Jacksonville St.,2010,besr,49,1696,520,0.307,214,49,34,0.69,52,1.06,78,10,88,1.59,19,17,812,0.479,19,0.39,375,7.7,5/16/10
Butler,2010,besr,44,1533,470,0.307,201,44,26,0.59,23,0.52,31,24,55,0.7,16,21,661,0.431,11,0.25,305,6.9,5/16/10
Youngstown St.,2010,besr,50,1768,542,0.307,199,50,33,0.66,56,1.12,55,28,83,1.1,27,28,826,0.467,8,0.16,384,7.7,5/16/10
Western Ky.,2010,besr,53,1902,583,0.307,236,53,36,0.68,53,1,57,19,76,1.08,25,30,893,0.47,22,0.42,423,8,5/16/10
Texas Southern,2010,besr,51,1671,512,0.306,266,51,40,0.78,24,0.47,108,34,142,2.12,31,58,714,0.427,20,0.39,400,7.8,5/16/10
Oklahoma St.,2010,besr,51,1780,545,0.306,187,51,40,0.78,48,0.94,79,17,96,1.55,28,19,834,0.469,12,0.24,360,7.1,5/16/10
Rutgers,2010,besr,49,1705,522,0.306,175,49,46,0.94,66,1.35,74,23,97,1.51,16,37,855,0.501,13,0.27,353,7.2,5/16/10
Alcorn,2010,besr,49,1683,515,0.306,232,49,39,0.8,32,0.65,82,24,106,1.67,26,17,757,0.45,20,0.41,410,8.4,5/16/10
A&M-Corpus Christi,2010,besr,51,1777,543,0.306,195,51,40,0.78,41,0.8,53,29,82,1.04,19,18,792,0.446,21,0.41,346,6.8,5/16/10
San Diego St.,2010,besr,51,1781,544,0.305,279,51,42,0.82,38,0.75,66,36,102,1.29,28,31,761,0.427,12,0.24,390,7.6,5/16/10
Cal St. Northridge,2010,besr,47,1693,517,0.305,164,47,43,0.91,43,0.91,80,21,101,1.7,19,23,773,0.457,11,0.23,318,6.8,5/16/10
Massachusetts,2010,besr,43,1554,474,0.305,137,43,26,0.6,45,1.05,26,13,39,0.6,18,33,723,0.465,12,0.28,288,6.7,5/16/10
Appalachian St.,2010,besr,48,1677,511,0.305,187,48,44,0.92,51,1.06,93,21,114,1.94,19,15,786,0.469,10,0.21,363,7.6,5/16/10
UT Martin,2010,besr,51,1766,538,0.305,181,51,39,0.76,68,1.33,83,21,104,1.63,24,18,860,0.487,6,0.12,345,6.8,5/16/10
Western Ill.,2010,besr,46,1554,473,0.304,193,46,44,0.96,32,0.7,48,17,65,1.04,18,23,674,0.434,9,0.2,293,6.4,5/16/10
Siena,2010,besr,51,1808,550,0.304,178,51,35,0.69,60,1.18,78,12,90,1.53,16,28,843,0.466,10,0.2,345,6.8,5/16/10
Radford,2010,besr,50,1789,544,0.304,205,50,58,1.16,43,0.86,137,29,166,2.74,24,33,801,0.448,13,0.26,356,7.1,5/16/10
Southern Ill.,2010,besr,51,1845,561,0.304,189,51,42,0.82,44,0.86,34,8,42,0.67,22,26,803,0.435,8,0.16,343,6.7,5/16/10
Villanova,2010,besr,49,1714,521,0.304,208,49,52,1.06,16,0.33,87,21,108,1.78,32,47,716,0.418,26,0.53,333,6.8,5/16/10
Clemson,2010,besr,52,1846,561,0.304,300,52,59,1.13,71,1.37,86,20,106,1.65,35,13,906,0.491,11,0.21,457,8.8,5/16/10
Florida,2010,besr,49,1674,508,0.303,199,49,36,0.73,66,1.35,82,25,107,1.67,26,25,815,0.487,11,0.22,347,7.1,5/16/10
Dayton,2010,besr,52,1859,564,0.303,197,52,44,0.85,60,1.15,64,18,82,1.23,22,25,891,0.479,11,0.21,384,7.4,5/16/10
Kansas,2010,besr,52,1823,553,0.303,226,52,44,0.85,38,0.73,28,6,34,0.54,35,28,804,0.441,14,0.27,377,7.3,5/16/10
UC Irvine,2010,besr,49,1697,514,0.303,170,49,41,0.84,29,0.59,28,23,51,0.57,18,47,737,0.434,12,0.24,319,6.5,5/16/10
Utah,2010,besr,46,1618,490,0.303,155,46,43,0.93,51,1.11,49,23,72,1.07,20,35,742,0.459,14,0.3,302,6.6,5/16/10
Ohio,2010,besr,50,1843,558,0.303,161,50,54,1.08,74,1.48,40,11,51,0.8,14,16,897,0.487,8,0.16,350,7,5/16/10
Kentucky,2010,besr,52,1788,541,0.303,210,52,49,0.94,80,1.54,111,25,136,2.13,22,38,890,0.498,8,0.15,383,7.4,5/16/10
Bradley,2010,besr,47,1570,475,0.303,161,47,45,0.96,31,0.66,69,27,96,1.47,25,51,688,0.438,19,0.4,287,6.1,5/16/10
UC Riverside,2010,besr,47,1617,489,0.302,149,47,43,0.91,48,1.02,21,16,37,0.45,29,20,772,0.477,18,0.38,307,6.5,5/16/10
Army,2010,besr,45,1416,428,0.302,146,45,47,1.04,31,0.69,51,15,66,1.13,26,38,610,0.431,12,0.27,264,5.9,5/16/10
Southern U.,2010,besr,40,1416,428,0.302,182,40,25,0.63,31,0.78,53,20,73,1.33,18,11,662,0.468,23,0.58,332,8.3,5/16/10
Central Mich.,2010,besr,49,1727,521,0.302,197,49,30,0.61,23,0.47,44,19,63,0.9,22,34,701,0.406,5,0.1,325,6.6,5/16/10
Minnesota,2010,besr,52,1847,557,0.302,185,52,48,0.92,32,0.62,35,27,62,0.67,17,21,791,0.428,13,0.25,301,5.8,5/16/10
Air Force,2010,besr,52,1868,563,0.301,203,52,58,1.12,44,0.85,63,25,88,1.21,16,42,874,0.468,33,0.63,372,7.2,5/16/10
Evansville,2010,besr,52,1769,533,0.301,176,52,61,1.17,47,0.9,109,29,138,2.1,24,38,824,0.466,16,0.31,363,7,5/16/10
Miami (FL),2010,besr,50,1703,512,0.301,239,50,41,0.82,78,1.56,86,26,112,1.72,23,45,889,0.522,18,0.36,388,7.8,5/16/10
St. Bonaventure,2010,besr,45,1577,474,0.301,171,45,45,1,36,0.8,59,14,73,1.31,19,16,707,0.448,15,0.33,304,6.8,5/16/10
Florida St.,2010,besr,52,1760,529,0.301,327,52,41,0.79,59,1.13,83,13,96,1.6,35,28,852,0.484,17,0.33,438,8.4,5/16/10
Towson,2010,besr,51,1837,552,0.3,223,51,48,0.94,46,0.9,55,25,80,1.08,20,1,846,0.461,17,0.33,323,6.3,5/16/10
Rhode Island,2010,besr,48,1705,512,0.3,183,48,35,0.73,29,0.6,86,34,120,1.79,21,33,723,0.424,14,0.29,321,6.7,5/16/10
Dartmouth,2010,besr,41,1357,407,0.3,167,41,31,0.76,29,0.71,33,19,52,0.8,20,18,621,0.458,18,0.44,267,6.5,5/16/10
South Carolina,2010,besr,52,1778,533,0.3,237,52,47,0.9,75,1.44,41,19,60,0.79,22,48,884,0.497,11,0.21,395,7.6,5/16/10
Alabama,2010,besr,52,1797,538,0.299,231,52,33,0.63,49,0.94,55,21,76,1.06,20,40,802,0.446,11,0.21,371,7.1,5/16/10
Elon,2010,besr,53,1882,563,0.299,266,53,56,1.06,74,1.4,80,26,106,1.51,24,18,919,0.488,12,0.23,435,8.2,5/16/10
Lipscomb,2010,besr,51,1829,547,0.299,181,51,42,0.82,56,1.1,88,21,109,1.73,18,28,841,0.46,19,0.37,372,7.3,5/16/10
Southeastern La.,2010,besr,53,1783,533,0.299,253,53,48,0.91,35,0.66,73,28,101,1.38,21,55,769,0.431,10,0.19,421,7.9,5/16/10
Penn St.,2010,besr,49,1763,527,0.299,191,49,51,1.04,42,0.86,60,20,80,1.22,23,22,766,0.434,18,0.37,335,6.8,5/16/10
Austin Peay,2010,besr,49,1650,493,0.299,208,49,48,0.98,31,0.63,108,27,135,2.2,24,24,717,0.435,17,0.35,348,7.1,5/16/10
Texas-Arlington,2010,besr,52,1861,556,0.299,199,52,43,0.83,34,0.65,36,20,56,0.69,15,26,787,0.423,9,0.17,332,6.4,5/16/10
Mt. St. Mary's,2010,besr,51,1669,498,0.298,171,51,32,0.63,33,0.65,51,23,74,1,15,25,709,0.425,6,0.12,273,5.4,5/16/10
Wofford,2010,besr,52,1851,552,0.298,233,52,43,0.83,43,0.83,74,14,88,1.42,23,26,837,0.452,16,0.31,371,7.1,5/16/10
Citadel,2010,besr,54,1859,554,0.298,192,54,36,0.67,50,0.93,97,26,123,1.8,19,38,830,0.446,17,0.31,349,6.5,5/16/10
Texas A&M,2010,besr,52,1779,530,0.298,156,52,31,0.6,42,0.81,87,39,126,1.67,17,48,779,0.438,15,0.29,303,5.8,5/16/10
Tennessee,2010,besr,52,1849,550,0.297,251,52,53,1.02,76,1.46,73,21,94,1.4,16,22,890,0.481,8,0.15,403,7.8,5/16/10
Wichita St.,2010,besr,52,1802,536,0.297,227,52,47,0.9,55,1.06,86,21,107,1.65,26,20,843,0.468,15,0.29,387,7.4,5/16/10
Saint Louis,2010,besr,52,1828,542,0.296,265,52,44,0.85,54,1.04,82,24,106,1.58,26,13,833,0.456,12,0.23,377,7.3,5/16/10
Ball St.,2010,besr,51,1845,547,0.296,189,51,51,1,64,1.25,64,19,83,1.25,14,18,868,0.47,10,0.2,373,7.3,5/16/10
Sam Houston St.,2010,besr,52,1862,552,0.296,182,52,50,0.96,37,0.71,49,18,67,0.94,17,28,764,0.41,6,0.12,298,5.7,5/16/10
La Salle,2010,besr,48,1681,498,0.296,174,48,37,0.77,20,0.42,53,20,73,1.1,18,15,676,0.402,17,0.35,282,5.9,5/16/10
North Dakota St.,2010,besr,48,1608,476,0.296,152,48,43,0.9,25,0.52,21,10,31,0.44,12,36,678,0.422,21,0.44,299,6.2,5/16/10
Fairfield,2010,besr,47,1623,480,0.296,190,47,35,0.74,41,0.87,55,18,73,1.17,12,23,725,0.447,11,0.23,330,7,5/16/10
Oregon,2010,besr,52,1738,514,0.296,184,52,47,0.9,26,0.5,61,22,83,1.17,12,61,716,0.412,12,0.23,322,6.2,5/16/10
Mississippi St.,2010,besr,52,1780,526,0.296,240,52,52,1,61,1.17,54,16,70,1.04,28,29,837,0.47,11,0.21,378,7.3,5/16/10
Boston College,2010,besr,51,1735,512,0.295,198,51,60,1.18,60,1.18,71,38,109,1.39,17,49,826,0.476,20,0.39,335,6.6,5/16/10
Washington St.,2010,besr,46,1560,460,0.295,129,46,61,1.33,34,0.74,49,25,74,1.07,20,27,681,0.437,12,0.26,305,6.6,5/16/10
Iowa,2010,besr,49,1679,495,0.295,184,49,39,0.8,21,0.43,71,31,102,1.45,24,45,679,0.404,16,0.33,299,6.1,5/16/10
Grambling,2010,besr,45,1523,449,0.295,184,45,25,0.56,41,0.91,111,23,134,2.47,25,31,675,0.443,13,0.29,331,7.4,5/16/10
Lamar,2010,besr,52,1778,524,0.295,249,52,51,0.98,35,0.67,66,21,87,1.27,32,29,775,0.436,13,0.25,365,7,5/16/10
Ark.-Pine Bluff,2010,besr,47,1508,444,0.294,161,47,30,0.64,26,0.55,37,19,56,0.79,19,18,646,0.428,13,0.28,282,6,5/16/10
Ole Miss,2010,besr,53,1855,545,0.294,240,53,39,0.74,56,1.06,59,15,74,1.11,25,16,830,0.447,8,0.15,374,7.1,5/16/10
Lafayette,2010,besr,45,1484,436,0.294,119,45,34,0.76,25,0.56,52,20,72,1.16,20,20,617,0.416,10,0.22,236,5.2,5/16/10
La.-Lafayette,2010,besr,51,1726,507,0.294,174,51,52,1.02,38,0.75,92,22,114,1.8,36,45,749,0.434,18,0.35,338,6.6,5/16/10
