,name,g,ab,h,ba,bb,2b,2b.pg,pg,hr,hr.pg,sb,cs,sba,sb.pg,sf,sh,tb,slg.pct,3b,3b.pg,r,r.pg,through
2753,Prairie View,46,1457,415,0.285,184,46,74,1.61,12,0.26,51,11,62,1.11,18,33,567,0.389,21,0.46,261,5.7,5/22/11
2754,Wichita St.,60,2109,600,0.284,270,60,114,1.9,39,0.65,99,23,122,1.65,20,34,863,0.409,16,0.27,380,6.3,5/22/11
2755,Jackson St.,53,1751,498,0.284,220,53,88,1.66,27,0.51,94,25,119,1.77,22,42,717,0.409,25,0.47,353,6.7,5/22/11
2756,Liberty,55,1869,531,0.284,142,55,101,1.84,37,0.67,111,32,143,2.02,27,35,769,0.411,13,0.24,302,5.5,5/22/11
2757,Marshall,51,1729,491,0.284,195,51,84,1.65,37,0.73,71,30,101,1.39,27,29,722,0.418,18,0.35,298,5.8,5/22/11
2758,Mississippi St.,55,1846,524,0.284,245,55,91,1.65,27,0.49,82,28,110,1.49,27,48,726,0.393,15,0.27,344,6.3,5/22/11
2759,Yale,42,1374,390,0.284,138,42,71,1.69,14,0.33,45,28,73,1.07,12,35,519,0.378,8,0.19,230,5.5,5/22/11
2760,Houston,55,1899,539,0.284,183,55,99,1.8,19,0.35,61,21,82,1.11,15,61,739,0.389,22,0.4,304,5.5,5/22/11
2761,Ark.-Pine Bluff,45,1480,420,0.284,158,45,88,1.96,13,0.29,22,10,32,0.49,13,16,605,0.409,29,0.64,249,5.5,5/22/11
2762,California,48,1674,475,0.284,144,48,101,2.1,22,0.46,40,21,61,0.83,12,53,664,0.397,11,0.23,261,5.4,5/22/11
2763,Monmouth,55,1787,507,0.284,216,55,93,1.69,30,0.55,52,15,67,0.95,18,46,706,0.395,8,0.15,327,5.9,5/22/11
2764,LIU Brooklyn,51,1580,448,0.284,169,51,88,1.73,10,0.2,50,26,76,0.98,14,32,592,0.375,13,0.25,244,4.8,5/22/11
2765,Winthrop,55,1874,531,0.283,205,55,78,1.42,17,0.31,77,28,105,1.4,33,47,678,0.362,9,0.16,296,5.4,5/22/11
2766,Hofstra,47,1560,442,0.283,145,47,80,1.7,18,0.38,43,38,81,0.91,19,34,594,0.381,9,0.19,226,4.8,5/22/11
2767,St. John's (NY),50,1731,490,0.283,239,50,101,2.02,36,0.72,66,25,91,1.32,20,25,717,0.414,9,0.18,345,6.9,5/22/11
2768,Appalachian St.,56,1860,526,0.283,245,56,97,1.73,29,0.52,88,35,123,1.57,23,24,732,0.394,11,0.2,315,5.6,5/22/11
2769,Army,45,1461,413,0.283,145,45,62,1.38,31,0.69,60,13,73,1.33,14,37,578,0.396,5,0.11,257,5.7,5/22/11
2770,Kansas St.,55,1829,517,0.283,212,55,99,1.8,33,0.6,117,27,144,2.13,32,55,753,0.412,19,0.35,334,6.1,5/22/11
2771,Ohio St.,50,1684,476,0.283,174,50,91,1.82,18,0.36,31,18,49,0.62,20,39,653,0.388,16,0.32,284,5.7,5/22/11
2772,North Carolina St.,56,1901,537,0.282,238,56,111,1.98,32,0.57,29,14,43,0.52,17,26,770,0.405,13,0.23,339,6.1,5/22/11
2773,Central Ark.,53,1763,498,0.282,231,53,87,1.64,24,0.45,53,13,66,1,22,55,701,0.398,22,0.42,329,6.2,5/22/11
2774,Citadel,56,1926,544,0.282,168,56,99,1.77,25,0.45,93,21,114,1.66,26,36,748,0.388,15,0.27,303,5.4,5/22/11
2775,Massachusetts,47,1584,447,0.282,165,47,71,1.51,24,0.51,41,20,61,0.87,23,59,608,0.384,9,0.19,264,5.6,5/22/11
2776,Rice,56,1868,527,0.282,274,56,87,1.55,20,0.36,39,20,59,0.7,34,57,690,0.369,8,0.14,327,5.8,5/22/11
2777,Ole Miss,55,1855,523,0.282,191,55,85,1.55,46,0.84,44,15,59,0.8,17,41,760,0.41,7,0.13,304,5.5,5/22/11
2778,Illinois,50,1722,485,0.282,156,50,82,1.64,26,0.52,87,29,116,1.74,24,17,677,0.393,16,0.32,292,5.8,5/22/11
2779,Samford,56,1869,526,0.281,220,56,91,1.63,38,0.68,37,15,52,0.66,20,39,755,0.404,12,0.21,324,5.8,5/22/11
2780,Rider,49,1580,444,0.281,187,49,75,1.53,18,0.37,60,19,79,1.22,29,39,589,0.373,8,0.16,283,5.8,5/22/11
2781,Texas Tech,56,1856,520,0.28,268,56,94,1.68,26,0.46,91,23,114,1.63,29,41,718,0.387,13,0.23,326,5.8,5/22/11
2782,Wagner,51,1607,450,0.28,164,51,99,1.94,12,0.24,83,34,117,1.63,20,29,599,0.373,7,0.14,234,4.6,5/22/11
2783,Georgia,56,1913,535,0.28,151,56,91,1.63,36,0.64,43,14,57,0.77,25,27,750,0.392,8,0.14,280,5,5/22/11
2784,Delaware,53,1878,525,0.28,157,53,111,2.09,49,0.92,15,14,29,0.28,26,13,801,0.427,9,0.17,310,5.8,5/22/11
2785,Gonzaga,49,1689,472,0.279,141,49,99,2.02,23,0.47,28,17,45,0.57,18,51,658,0.39,9,0.18,258,5.3,5/22/11
2786,UC Riverside,49,1688,471,0.279,176,49,92,1.88,14,0.29,35,18,53,0.71,23,40,625,0.37,10,0.2,260,5.3,5/22/11
2787,Coastal Caro.,55,1878,524,0.279,215,55,115,2.09,44,0.8,92,14,106,1.67,25,73,803,0.428,16,0.29,362,6.6,5/22/11
2788,Canisius,55,1742,486,0.279,197,55,86,1.56,35,0.64,75,24,99,1.36,24,58,705,0.405,14,0.25,321,5.8,5/22/11
2789,Buffalo,52,1742,486,0.279,167,52,102,1.96,40,0.77,37,13,50,0.71,19,27,724,0.416,8,0.15,263,5.1,5/22/11
2790,Iona,51,1703,475,0.279,200,51,99,1.94,30,0.59,83,42,125,1.63,14,20,678,0.398,7,0.14,274,5.4,5/22/11
2791,Navy,54,1794,500,0.279,216,54,87,1.61,20,0.37,58,16,74,1.07,26,22,691,0.385,22,0.41,345,6.4,5/22/11
2792,La.-Lafayette,55,1784,497,0.279,209,55,87,1.58,30,0.55,75,34,109,1.36,19,57,718,0.402,22,0.4,286,5.2,5/22/11
2793,La Salle,51,1713,477,0.278,145,51,97,1.9,13,0.25,40,28,68,0.78,22,57,637,0.372,12,0.24,245,4.8,5/22/11
2794,Lamar,54,1803,502,0.278,256,54,98,1.81,17,0.31,53,27,80,0.98,19,37,667,0.37,8,0.15,291,5.4,5/22/11
2795,Towson,55,1827,508,0.278,234,55,117,2.13,29,0.53,79,28,107,1.44,27,49,734,0.402,11,0.2,327,5.9,5/22/11
2796,Miami (OH),56,1899,528,0.278,179,56,98,1.75,30,0.54,91,25,116,1.63,26,40,740,0.39,12,0.21,310,5.5,5/22/11
2797,Illinois St.,51,1715,476,0.278,264,51,108,2.12,38,0.75,83,19,102,1.63,17,36,722,0.421,12,0.24,348,6.8,5/22/11
2798,Richmond,53,1816,504,0.278,195,53,94,1.77,34,0.64,63,22,85,1.19,18,50,714,0.393,7,0.13,289,5.5,5/22/11
2799,Bowling Green,49,1708,474,0.278,186,49,70,1.43,20,0.41,47,13,60,0.96,16,40,632,0.37,14,0.29,259,5.3,5/22/11
2800,Eastern Ky.,55,1820,505,0.277,175,55,79,1.44,35,0.64,57,24,81,1.04,16,23,713,0.392,12,0.22,269,4.9,5/22/11
2801,Centenary (LA),43,1349,374,0.277,105,43,63,1.47,15,0.35,79,28,107,1.84,14,30,490,0.363,4,0.09,194,4.5,5/22/11
2802,Pacific,50,1732,480,0.277,141,50,84,1.68,17,0.34,52,23,75,1.04,15,35,633,0.365,9,0.18,227,4.5,5/22/11
2803,Middle Tenn.,55,1897,525,0.277,181,55,99,1.8,37,0.67,47,24,71,0.85,19,33,755,0.398,10,0.18,262,4.8,5/22/11
2804,San Francisco,50,1724,477,0.277,169,50,105,2.1,27,0.54,39,24,63,0.78,19,35,687,0.398,12,0.24,244,4.9,5/22/11
2805,Alabama,56,1848,511,0.277,210,56,107,1.91,19,0.34,45,16,61,0.8,13,53,699,0.378,12,0.21,287,5.1,5/22/11
2806,UNC Asheville,52,1802,498,0.276,185,52,92,1.77,16,0.31,58,19,77,1.12,18,29,652,0.362,7,0.13,264,5.1,5/22/11
2807,Texas Southern,54,1770,489,0.276,224,54,90,1.67,21,0.39,70,19,89,1.3,30,44,674,0.381,16,0.3,299,5.5,5/22/11
2808,Alcorn,53,1738,480,0.276,242,53,94,1.77,27,0.51,128,34,162,2.42,27,33,677,0.39,11,0.21,345,6.5,5/22/11
2809,Indiana St.,52,1768,488,0.276,206,52,91,1.75,28,0.54,46,27,73,0.88,18,31,703,0.398,20,0.38,295,5.7,5/22/11
2810,Air Force,55,1846,509,0.276,143,55,100,1.82,26,0.47,47,26,73,0.85,14,41,727,0.394,20,0.36,272,4.9,5/22/11
2811,UALR,52,1752,483,0.276,218,52,95,1.83,27,0.52,47,24,71,0.9,21,40,671,0.383,6,0.12,266,5.1,5/22/11
2812,Nevada,52,1680,463,0.276,183,52,101,1.94,27,0.52,40,22,62,0.77,22,50,673,0.401,14,0.27,267,5.1,5/22/11
2813,Columbia,44,1412,389,0.275,164,44,72,1.64,32,0.73,56,17,73,1.27,15,25,575,0.407,9,0.2,230,5.2,5/22/11
2814,Lafayette,48,1572,433,0.275,170,48,68,1.42,21,0.44,43,24,67,0.9,21,21,596,0.379,16,0.33,241,5,5/22/11
2815,Loyola Marymount,51,1685,464,0.275,148,51,84,1.65,12,0.24,49,34,83,0.96,21,58,606,0.36,11,0.22,229,4.5,5/22/11
2816,Princeton,45,1527,420,0.275,123,45,69,1.53,17,0.38,41,11,52,0.91,15,21,572,0.375,16,0.36,231,5.1,5/22/11
2817,Furman,54,1856,510,0.275,230,54,99,1.83,24,0.44,63,21,84,1.17,22,46,707,0.381,13,0.24,281,5.2,5/22/11
2818,Eastern Ill.,51,1678,461,0.275,134,51,84,1.65,29,0.57,28,17,45,0.55,15,34,640,0.381,4,0.08,247,4.8,5/22/11
2819,Creighton,52,1700,467,0.275,179,52,98,1.88,36,0.69,61,23,84,1.17,23,75,707,0.416,17,0.33,284,5.5,5/22/11
2820,Kansas,56,1857,510,0.275,199,56,107,1.91,36,0.64,53,28,81,0.95,21,34,757,0.408,16,0.29,286,5.1,5/22/11
2821,UT Martin,53,1805,495,0.274,190,53,99,1.87,29,0.55,44,7,51,0.83,21,24,699,0.387,9,0.17,309,5.8,5/22/11
2822,San Jose St.,57,1902,521,0.274,233,57,85,1.49,20,0.35,64,30,94,1.12,20,54,702,0.369,18,0.32,323,5.7,5/22/11
2823,Tennessee,54,1760,482,0.274,170,54,93,1.72,27,0.5,90,30,120,1.67,15,36,672,0.382,8,0.15,260,4.8,5/22/11
2824,Southern Ill.,54,1858,508,0.273,176,54,101,1.87,21,0.39,23,17,40,0.43,27,36,690,0.371,9,0.17,267,4.9,5/22/11
2825,Toledo,53,1804,493,0.273,134,53,75,1.42,21,0.4,70,30,100,1.32,21,42,649,0.36,9,0.17,246,4.6,5/22/11
2826,Mt. St. Mary's,50,1578,431,0.273,143,50,83,1.66,24,0.48,58,37,95,1.16,13,23,598,0.379,6,0.12,224,4.5,5/22/11
2827,Miami (FL),54,1756,479,0.273,247,54,101,1.87,28,0.52,91,26,117,1.69,20,61,686,0.391,11,0.2,297,5.5,5/22/11
2828,Arkansas St.,56,1903,519,0.273,270,56,87,1.55,25,0.45,43,14,57,0.77,19,49,697,0.366,8,0.14,306,5.5,5/22/11
2829,New Mexico,55,1889,515,0.273,158,55,95,1.73,17,0.31,28,18,46,0.51,18,37,687,0.364,13,0.24,283,5.1,5/22/11
2830,Northwestern,49,1636,446,0.273,160,49,86,1.76,18,0.37,25,17,42,0.51,20,42,614,0.375,14,0.29,239,4.9,5/22/11
2831,Saint Louis,55,1893,516,0.273,224,55,104,1.89,21,0.38,73,16,89,1.33,25,31,691,0.365,4,0.07,295,5.4,5/22/11
2832,Florida A&M,57,1791,488,0.272,159,57,78,1.37,16,0.28,62,23,85,1.09,14,35,650,0.363,18,0.32,288,5.1,5/22/11
2833,Bucknell,53,1740,474,0.272,190,53,93,1.75,49,0.92,20,9,29,0.38,15,33,736,0.423,11,0.21,286,5.4,5/22/11
2834,UNC Greensboro,52,1777,484,0.272,235,52,94,1.81,23,0.44,46,10,56,0.88,22,88,679,0.382,16,0.31,312,6,5/22/11
2835,Georgetown,56,1924,524,0.272,196,56,116,2.07,27,0.48,86,28,114,1.54,17,23,745,0.387,12,0.21,327,5.8,5/22/11
2836,Washington St.,50,1634,445,0.272,146,50,89,1.78,30,0.6,50,23,73,1,20,35,654,0.4,15,0.3,257,5.1,5/22/11
2837,William & Mary,55,1814,494,0.272,208,55,87,1.58,19,0.35,71,33,104,1.29,17,57,648,0.357,5,0.09,266,4.8,5/22/11
2838,Hawaii,55,1792,488,0.272,258,55,103,1.87,18,0.33,68,20,88,1.24,22,45,683,0.381,19,0.35,313,5.7,5/22/11
2839,Central Mich.,54,1889,514,0.272,219,54,106,1.96,21,0.39,55,13,68,1.02,28,44,723,0.383,20,0.37,303,5.6,5/22/11
2840,Fordham,56,1934,526,0.272,177,56,87,1.55,18,0.32,85,37,122,1.52,19,29,691,0.357,12,0.21,271,4.8,5/22/11
2841,Southern California,51,1659,451,0.272,160,51,66,1.29,20,0.39,33,27,60,0.65,21,49,591,0.356,7,0.14,232,4.5,5/22/11
2842,Oregon St.,52,1707,464,0.272,232,52,104,2,25,0.48,49,13,62,0.94,24,53,663,0.388,10,0.19,313,6,5/22/11
2843,Western Ill.,57,1902,517,0.272,202,57,89,1.56,35,0.61,57,27,84,1,20,56,733,0.385,11,0.19,318,5.6,5/22/11
2844,Ill.-Chicago,51,1632,443,0.271,200,51,81,1.59,13,0.25,56,34,90,1.1,17,62,583,0.357,10,0.2,269,5.3,5/22/11
2845,Northwestern St.,54,1865,506,0.271,173,54,87,1.61,16,0.3,57,23,80,1.06,18,51,657,0.352,8,0.15,259,4.8,5/22/11
2846,BYU,54,1854,503,0.271,216,54,111,2.06,40,0.74,67,22,89,1.24,18,46,774,0.417,20,0.37,319,5.9,5/22/11
2847,Baylor,53,1810,491,0.271,225,53,89,1.68,34,0.64,73,21,94,1.38,20,41,724,0.4,21,0.4,278,5.2,5/22/11
2848,Nicholls St.,53,1767,478,0.271,153,53,61,1.15,8,0.15,68,28,96,1.28,17,38,587,0.332,12,0.23,276,5.2,5/22/11
2849,Arkansas,54,1743,471,0.27,184,54,86,1.59,36,0.67,111,24,135,2.06,26,50,691,0.396,13,0.24,287,5.3,5/22/11
2850,Duke,56,1862,502,0.27,190,56,99,1.77,10,0.18,84,25,109,1.5,28,36,669,0.359,19,0.34,287,5.1,5/22/11
2851,Villanova,52,1744,470,0.269,180,52,77,1.48,13,0.25,53,17,70,1.02,14,56,604,0.346,9,0.17,220,4.2,5/22/11
2852,Ohio,54,1852,499,0.269,179,54,91,1.69,32,0.59,42,24,66,0.78,23,49,722,0.39,18,0.33,286,5.3,5/22/11
2853,Nebraska,55,1841,496,0.269,179,55,99,1.8,30,0.55,50,28,78,0.91,22,52,705,0.383,10,0.18,299,5.4,5/22/11
2854,Cal Poly,49,1582,425,0.269,168,49,97,1.98,21,0.43,34,20,54,0.69,25,68,599,0.379,7,0.14,240,4.9,5/22/11
2855,Alabama St.,44,1440,385,0.267,163,44,67,1.52,13,0.3,93,23,116,2.11,17,20,517,0.359,13,0.3,255,5.8,5/22/11
2856,Old Dominion,52,1773,474,0.267,196,52,97,1.87,41,0.79,36,15,51,0.69,8,46,712,0.402,9,0.17,291,5.6,5/22/11
2857,La.-Monroe,54,1808,483,0.267,209,54,80,1.48,32,0.59,61,21,82,1.13,19,41,671,0.371,6,0.11,279,5.2,5/22/11
2858,Bradley,52,1707,456,0.267,194,52,74,1.42,13,0.25,93,28,121,1.79,22,60,601,0.352,16,0.31,266,5.1,5/22/11
2859,Penn St.,52,1756,469,0.267,208,52,101,1.94,33,0.63,47,19,66,0.9,14,21,701,0.399,16,0.31,290,5.6,5/22/11
2860,Texas,53,1719,458,0.266,236,53,101,1.91,12,0.23,58,15,73,1.09,15,76,643,0.374,24,0.45,281,5.3,5/22/11
2861,UAB,54,1817,484,0.266,219,54,72,1.33,17,0.31,64,19,83,1.19,25,72,627,0.345,10,0.19,261,4.8,5/22/11
2862,Valparaiso,52,1732,460,0.266,175,52,79,1.52,18,0.35,63,17,80,1.21,20,43,621,0.359,14,0.27,266,5.1,5/22/11
2863,Wofford,55,1848,490,0.265,215,55,77,1.4,19,0.35,85,21,106,1.55,15,34,664,0.359,20,0.36,272,4.9,5/22/11
2864,UCLA,51,1664,441,0.265,185,51,95,1.86,13,0.25,60,27,87,1.18,14,61,597,0.359,11,0.22,228,4.5,5/22/11
2865,IPFW,51,1653,438,0.265,203,51,63,1.24,8,0.16,34,16,50,0.67,19,23,535,0.324,5,0.1,229,4.5,5/22/11
2866,Fairleigh Dickinson,50,1589,421,0.265,102,50,81,1.62,24,0.48,20,6,26,0.4,16,28,590,0.371,8,0.16,206,4.1,5/22/11
2867,Saint Peter's,50,1556,411,0.264,124,50,68,1.36,7,0.14,59,23,82,1.18,12,24,516,0.332,8,0.16,204,4.1,5/22/11
2868,Ball St.,50,1717,453,0.264,172,50,79,1.58,24,0.48,56,30,86,1.12,15,34,632,0.368,14,0.28,258,5.2,5/22/11
2869,UMES,50,1601,422,0.264,136,50,69,1.38,16,0.32,49,12,61,0.98,19,10,587,0.367,24,0.48,236,4.7,5/22/11
2870,Mississippi Val.,54,1714,451,0.263,215,54,87,1.61,15,0.28,116,40,156,2.15,17,30,619,0.361,18,0.33,303,5.6,5/22/11
2871,Cal St. Northridge,53,1718,452,0.263,166,53,79,1.49,21,0.4,46,19,65,0.87,20,44,614,0.357,10,0.19,243,4.6,5/22/11
2872,St. Mary's (CA),51,1711,449,0.262,140,51,81,1.59,19,0.37,37,15,52,0.73,15,50,603,0.352,8,0.16,218,4.3,5/22/11
2873,South Fla.,54,1828,479,0.262,153,54,61,1.13,23,0.43,34,19,53,0.63,16,48,631,0.345,11,0.2,228,4.2,5/22/11
2874,Missouri,54,1781,466,0.262,220,54,76,1.41,20,0.37,89,40,129,1.65,15,44,624,0.35,11,0.2,262,4.9,5/22/11
2875,Le Moyne,53,1729,452,0.261,160,53,71,1.34,17,0.32,67,28,95,1.26,15,40,584,0.338,5,0.09,251,4.7,5/22/11
2876,Iowa,52,1733,453,0.261,220,52,75,1.44,8,0.15,58,32,90,1.12,20,80,576,0.332,12,0.23,251,4.8,5/22/11
2877,Chicago St.,48,1553,405,0.261,191,48,43,0.9,11,0.23,43,20,63,0.9,11,18,499,0.321,9,0.19,222,4.6,5/22/11
2878,Quinnipiac,47,1516,395,0.261,132,47,48,1.02,8,0.17,44,10,54,0.94,15,12,471,0.311,2,0.04,179,3.8,5/22/11
2879,Santa Clara,48,1612,420,0.261,141,48,65,1.35,11,0.23,39,22,61,0.81,12,57,522,0.324,2,0.04,217,4.5,5/22/11
2880,UMBC,47,1506,392,0.26,109,47,88,1.87,7,0.15,21,14,35,0.45,9,25,511,0.339,5,0.11,185,3.9,5/22/11
2881,Elon,55,1838,477,0.26,267,55,76,1.38,35,0.64,111,41,152,2.02,20,41,698,0.38,20,0.36,343,6.2,5/22/11
2882,Tulane,54,1770,458,0.259,237,54,80,1.48,19,0.35,52,27,79,0.96,16,35,619,0.35,12,0.22,264,4.9,5/22/11
2883,San Diego St.,55,1860,481,0.259,270,55,94,1.71,21,0.38,50,20,70,0.91,17,41,660,0.355,11,0.2,290,5.3,5/22/11
2884,Albany (NY),48,1537,397,0.258,211,48,82,1.71,26,0.54,42,19,61,0.88,22,32,587,0.382,15,0.31,266,5.5,5/22/11
2885,Boston College,50,1674,432,0.258,161,50,90,1.8,14,0.28,27,28,55,0.54,10,14,594,0.355,15,0.3,210,4.2,5/22/11
2886,George Washington,55,1830,472,0.258,199,55,81,1.47,33,0.6,68,30,98,1.24,25,60,660,0.361,4,0.07,254,4.6,5/22/11
2887,Long Beach St.,53,1746,450,0.258,127,53,65,1.23,9,0.17,50,26,76,0.94,18,71,560,0.321,9,0.17,203,3.8,5/22/11
2888,NJIT,52,1725,444,0.257,160,52,76,1.46,20,0.38,30,15,45,0.58,20,31,600,0.348,10,0.19,242,4.7,5/22/11
2889,Washington,50,1665,427,0.256,142,50,88,1.76,10,0.2,19,19,38,0.38,6,62,559,0.336,7,0.14,200,4,5/22/11
2890,Siena,54,1682,431,0.256,180,54,65,1.2,28,0.52,47,22,69,0.87,24,41,590,0.351,5,0.09,261,4.8,5/22/11
2891,Oregon,56,1858,476,0.256,202,56,90,1.61,18,0.32,61,27,88,1.09,25,77,638,0.343,9,0.16,261,4.7,5/22/11
2892,Cornell,40,1254,320,0.255,115,40,53,1.33,23,0.58,28,16,44,0.7,9,27,466,0.372,12,0.3,178,4.5,5/22/11
2893,Northeastern,51,1721,439,0.255,116,51,70,1.37,14,0.27,72,26,98,1.41,12,29,581,0.338,15,0.29,192,3.8,5/22/11
2894,UC Davis,50,1648,420,0.255,135,50,59,1.18,19,0.38,36,31,67,0.72,13,40,550,0.334,7,0.14,186,3.7,5/22/11
2895,UC Santa Barbara,48,1587,404,0.255,139,48,83,1.73,16,0.33,40,25,65,0.83,19,32,563,0.355,14,0.29,213,4.4,5/22/11
2896,Niagara,48,1535,389,0.253,108,48,90,1.88,13,0.27,43,23,66,0.9,12,12,538,0.35,10,0.21,166,3.5,5/22/11
2897,Western Mich.,54,1783,451,0.253,162,54,82,1.52,12,0.22,37,26,63,0.69,16,67,579,0.325,5,0.09,244,4.5,5/22/11
2898,Minnesota,44,1468,371,0.253,138,44,67,1.52,13,0.3,27,16,43,0.61,14,24,503,0.343,13,0.3,172,3.9,5/22/11
2899,Fairfield,47,1525,384,0.252,144,47,72,1.53,13,0.28,63,17,80,1.34,14,26,513,0.336,9,0.19,204,4.3,5/22/11
2900,Rutgers,50,1737,436,0.251,166,50,79,1.58,11,0.22,34,17,51,0.68,23,41,574,0.33,13,0.26,235,4.7,5/22/11
2901,Louisville,56,1859,466,0.251,202,56,87,1.55,32,0.57,62,27,89,1.11,21,31,679,0.365,15,0.27,256,4.6,5/22/11
2902,Portland,50,1700,426,0.251,148,50,89,1.78,28,0.56,25,23,48,0.5,12,31,615,0.362,8,0.16,212,4.2,5/22/11
2903,Maryland,56,1835,454,0.247,205,56,78,1.39,20,0.36,92,30,122,1.64,17,34,600,0.327,4,0.07,245,4.4,5/22/11
2904,Pepperdine,51,1716,422,0.246,128,51,76,1.49,20,0.39,45,15,60,0.88,15,70,568,0.331,5,0.1,197,3.9,5/22/11
2905,Alabama A&M,48,1412,347,0.246,85,48,48,1,10,0.21,62,27,89,1.29,5,21,449,0.318,12,0.25,152,3.2,5/22/11
2906,Saint Joseph's,52,1736,426,0.245,208,52,62,1.19,9,0.17,41,19,60,0.79,17,24,529,0.305,7,0.13,232,4.5,5/22/11
2907,Michigan,54,1819,446,0.245,184,54,74,1.37,12,0.22,77,25,102,1.43,14,33,566,0.311,5,0.09,215,4,5/22/11
2908,Seton Hall,52,1776,435,0.245,159,52,61,1.17,13,0.25,49,20,69,0.94,20,58,555,0.313,10,0.19,223,4.3,5/22/11
2909,Davidson,48,1579,386,0.244,210,48,93,1.94,20,0.42,53,16,69,1.1,19,35,549,0.348,5,0.1,208,4.3,5/22/11
2910,Sacramento St.,58,1890,462,0.244,176,58,94,1.62,25,0.43,43,16,59,0.74,21,12,643,0.34,6,0.1,225,3.9,5/22/11
2911,Notre Dame,50,1642,398,0.242,167,50,78,1.56,17,0.34,45,30,75,0.9,12,70,541,0.329,7,0.14,189,3.8,5/22/11
2912,Akron,52,1732,410,0.237,140,52,77,1.48,22,0.42,25,15,40,0.48,16,37,573,0.331,10,0.19,173,3.3,5/22/11
2913,Youngstown St.,51,1637,387,0.236,164,51,49,0.96,7,0.14,40,24,64,0.78,14,53,471,0.288,7,0.14,158,3.1,5/22/11
2914,Brown,42,1278,302,0.236,111,42,52,1.24,13,0.31,47,17,64,1.12,7,30,405,0.317,6,0.14,163,3.9,5/22/11
2915,Hartford,50,1533,360,0.235,146,50,84,1.68,16,0.32,28,26,54,0.56,11,36,516,0.337,12,0.24,174,3.5,5/22/11
2916,Harvard,45,1370,321,0.234,114,45,60,1.33,13,0.29,49,32,81,1.09,8,25,424,0.309,2,0.04,144,3.2,5/22/11
2917,Cleveland St.,55,1753,407,0.232,173,55,74,1.35,10,0.18,93,31,124,1.69,17,33,525,0.299,7,0.13,198,3.6,5/22/11
2918,Wake Forest,53,1772,407,0.23,265,53,95,1.79,49,0.92,96,21,117,1.81,24,16,657,0.371,4,0.08,270,5.1,5/22/11
2919,Coppin St.,44,1317,292,0.222,166,44,53,1.2,7,0.16,57,26,83,1.3,11,9,386,0.293,10,0.23,163,3.7,5/22/11
2920,New Orleans,54,1747,365,0.209,153,54,69,1.28,16,0.3,15,21,36,0.28,12,18,490,0.28,4,0.07,143,2.6,5/22/11
2921,New Mexico St.,58,1948,656,0.337,333,58,127,2.19,39,0.67,37,13,50,0.64,37,23,924,0.474,12,0.21,495,8.5,5/29/11
2922,Wright St.,53,1859,611,0.329,201,53,114,2.15,34,0.64,54,21,75,1.02,15,69,867,0.466,20,0.38,372,7,5/29/11
2923,Arizona,55,1908,615,0.322,152,55,110,2,28,0.51,80,28,108,1.45,34,50,861,0.451,26,0.47,384,7,5/29/11
2924,James Madison,57,2003,643,0.321,278,57,125,2.19,78,1.37,150,42,192,2.63,46,40,1056,0.527,27,0.47,522,9.2,5/29/11
2925,Temple,53,1992,635,0.319,143,53,130,2.45,41,0.77,54,9,63,1.02,28,26,904,0.454,8,0.15,389,7.3,5/29/11
2926,Clemson,59,2018,643,0.319,280,59,120,2.03,43,0.73,101,32,133,1.71,43,26,924,0.458,16,0.27,419,7.1,5/29/11
2927,FIU,59,2103,670,0.319,257,59,137,2.32,59,1,76,31,107,1.29,23,30,1002,0.476,9,0.15,427,7.2,5/29/11
2928,Michigan St.,57,2008,639,0.318,189,57,115,2.02,25,0.44,77,40,117,1.35,29,57,857,0.427,14,0.25,348,6.1,5/29/11
2929,Vanderbilt,57,1964,624,0.318,223,57,120,2.11,39,0.68,74,29,103,1.3,16,55,883,0.45,11,0.19,396,6.9,5/29/11
2930,Oklahoma,58,1954,618,0.316,221,58,101,1.74,41,0.71,76,42,118,1.31,19,64,886,0.453,22,0.38,413,7.1,5/29/11
2931,Stony Brook,54,1851,585,0.316,156,54,146,2.7,27,0.5,64,15,79,1.19,31,34,850,0.459,19,0.35,389,7.2,5/29/11
2932,Dallas Baptist,56,1915,605,0.316,295,56,129,2.3,60,1.07,58,14,72,1.04,41,29,948,0.495,17,0.3,488,8.7,5/29/11
2933,Southeast Mo. St.,56,1944,614,0.316,222,56,123,2.2,57,1.02,55,18,73,0.98,30,29,922,0.474,7,0.13,387,6.9,5/29/11
2934,Southern U.,48,1630,514,0.315,224,48,93,1.94,30,0.63,54,16,70,1.13,53,19,739,0.453,21,0.44,382,8,5/29/11
2935,Jacksonville St.,59,2058,646,0.314,215,59,106,1.8,42,0.71,51,17,68,0.86,29,34,904,0.439,13,0.22,373,6.3,5/29/11
2936,Jacksonville,58,2077,650,0.313,269,58,102,1.76,47,0.81,88,16,104,1.52,23,30,923,0.444,15,0.26,443,7.6,5/29/11
2937,South Dakota St.,57,2082,649,0.312,236,57,122,2.14,34,0.6,31,15,46,0.54,26,24,911,0.438,19,0.33,393,6.9,5/29/11
2938,Sacred Heart,55,1839,572,0.311,165,55,86,1.56,14,0.25,64,24,88,1.16,24,60,730,0.397,15,0.27,319,5.8,5/29/11
2939,Mercer,59,2104,653,0.31,258,59,119,2.02,80,1.36,76,22,98,1.29,22,47,1036,0.492,12,0.2,455,7.7,5/29/11
